id,english_word,persian_translation,example_sentence,persian_example,phonetic,category,level,created_at,last_reviewed,next_review,ease_factor,repetition,interval,is_favorite
1125,chronological,تاریخی,"The events are in chronological order.","رویدادها به ترتیب تاریخی هستند.","/ˌkrɒn.əˈlɒdʒ.ɪ.kəl/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1126,chuckle,خفگی خندیدن,"He chuckled at the joke.","او به جوک با صدای آرام خندید.","/ˈtʃʌk.əl/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1127,chunk,تکه بزرگ,"Cut the meat into chunks.","گوشت را به تکه‌های بزرگ ببر.","/tʃʌŋk/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1128,church,کلیسا,"We went to church on Sunday.","ما یکشنبه به کلیسا رفتیم.","/tʃɜːtʃ/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1129,cigarette,سیگار,"Smoking cigarettes is harmful.","سیگار کشیدن مضر است.","/ˌsɪɡ.ərˈet/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1130,cinema,سینما,"Let's go to the cinema tonight.","بیا امشب به سینما برویم.","/ˈsɪn.ə.mə/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1131,circle,دایره,"Draw a perfect circle.","یک دایره کامل بکش.","/ˈsɜː.kəl/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1132,circle,حلقه,"She has a wide circle of friends.","او حلقه گسترده‌ای از دوستان دارد.","/ˈsɜː.kəl/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1133,circuit,مدار,"The electrical circuit was broken.","مدار الکتریکی قطع شده بود.","/ˈsɜː.kɪt/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1134,circuitry,مداربندی,"The device's circuitry is complex.","مداربندی دستگاه پیچیده است.","/ˈsɜː.kɪ.tri/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1135,circular,دایره‌ای,"The table has a circular shape.","میز شکل دایره‌ای دارد.","/ˈsɜː.kjə.lər/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1136,circumstance,شرایط,"Under normal circumstances...","در شرایط عادی...","/ˈsɜː.kəm.stɑːns/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1137,circus,سیرک,"The circus is coming to town.","سیرک به شهر می‌آید.","/ˈsɜː.kəs/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1138,citizen,شهروند,"He's a citizen of Canada.","او شهروند کانادا است.","/ˈsɪt.ɪ.zən/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1139,citizenship,تابعیت,"She applied for British citizenship.","او برای تابعیت بریتانیایی اقدام کرد.","/ˈsɪt.ɪ.zən.ʃɪp/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1140,city,شهر,"I live in a big city.","من در یک شهر بزرگ زندگی می‌کنم.","/ˈsɪt.i/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1141,citywide,سراسر شهر,"The festival is a citywide event.","جشنواره یک رویداد سراسر شهری است.","/ˈsɪt.i.waɪd/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1142,civil,مدنی,"They have civil rights.","آن‌ها حقوق مدنی دارند.","/ˈsɪv.əl/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1143,civilization/civilisation,تمدن,"Ancient Egyptian civilization","تمدن مصر باستان","/ˌsɪv.əl.aɪˈzeɪ.ʃən/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1144,claim,ادعا کردن,"He claims to be innocent.","او ادعا می‌کند بی‌گناه است.","/kleɪm/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1145,claim,ادعا,"She made a false claim.","او ادعای نادرستی کرد.","/kleɪm/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1146,clam,صدف دوکفه‌ای,"We ate clams at the beach.","ما در ساحل صدف دوکفه‌ای خوردیم.","/klæm/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1147,clap,کف زدن,"The audience clapped loudly.","تماشاگران با صدای بلند کف زدند.","/klæp/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1148,clarify,روشن کردن,"Let me clarify my point.","بگذارید نکته‌ام را روشن کنم.","/ˈklær.ɪ.faɪ/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1149,class,کلاس,"We have English class at 10.","ما کلاس انگلیسی ساعت ۱۰ داریم.","/klɑːs/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1150,classic,کلاسیک,"This is a classic novel.","این یک رمان کلاسیک است.","/ˈklæs.ɪk/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1151,classic,برجسته,"Her work is now considered a classic.","کار او اکنون یک اثر برجسته محسوب می‌شود.","/ˈklæs.ɪk/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1152,classical,کلاسیک,"She studies classical literature.","او ادبیات کلاسیک مطالعه می‌کند.","/ˈklæs.ɪ.kəl/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1153,classical music,موسیقی کلاسیک,"I enjoy listening to classical music.","من از گوش دادن به موسیقی کلاسیک لذت می‌برم.","/ˌklæs.ɪ.kəl ˈmjuː.zɪk/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1154,classification,طبقه‌بندی,"The classification of species is important.","طبقه‌بندی گونه‌ها مهم است.","/ˌklæs.ɪ.fɪˈkeɪ.ʃən/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1155,classify,طبقه‌بندی کردن,"We need to classify these documents.","ما باید این اسناد را طبقه‌بندی کنیم.","/ˈklæs.ɪ.faɪ/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1156,classmate,همکلاسی,"She's my classmate from university.","او همکلاسی من از دانشگاه است.","/ˈklɑːs.meɪt/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1157,classroom,کلاس درس,"The classroom was empty.","کلاس درس خالی بود.","/ˈklɑːs.ruːm/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1158,clause,بند,"The contract has a special clause.","قرارداد یک بند ویژه دارد.","/klɔːz/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1159,clean,تمیز,"Keep your room clean.","اتاقت را تمیز نگه دار.","/kliːn/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1160,clean,پاک,"Clean energy is important.","انرژی پاک مهم است.","/kliːn/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1161,cleaner,تمیزکننده,"We need a new cleaner.","ما به یک تمیزکننده جدید نیاز داریم.","/ˈkliː.nər/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1162,clear,روشن,"The instructions were clear.","دستورالعمل‌ها روشن بودند.","/klɪər/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1163,clear,پاک,"We need clear evidence.","ما به شواهد پاک نیاز داریم.","/klɪər/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1164,clearly,به وضوح,"Speak clearly, please.","لطفاً به وضوح صحبت کن.","/ˈklɪə.li/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1165,clearness,وضوح,"The clearness of the image was amazing.","وضوح تصویر شگفت‌انگیز بود.","/ˈklɪə.nəs/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1166,clerical,اداری,"She does clerical work.","او کارهای اداری انجام می‌دهد.","/ˈkler.ɪ.kəl/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1167,clerk,منشی,"The hotel clerk was helpful.","منشی هتل کمک‌کننده بود.","/klɑːk/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1168,clever,باهوش,"He's a clever student.","او دانش‌آموز باهوشی است.","/ˈklev.ər/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1169,click,کلیک کردن,"Click the button to continue.","برای ادامه دکمه را کلیک کنید.","/klɪk/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1170,click,کلیک,"I heard a click sound.","صدای کلیک شنیدم.","/klɪk/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1171,client,مشتری,"The lawyer met with his client.","وکیل با مشتری خود ملاقات کرد.","/ˈklaɪ.ənt/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1172,cliff,صخره,"The castle stands on a cliff.","قلعه روی یک صخره ایستاده است.","/klɪf/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1173,climate,آب‌وهوا,"The climate is changing.","آب‌وهوا در حال تغییر است.","/ˈklaɪ.mət/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1174,climate change,تغییرات آب‌وهوایی,"Climate change is a global issue.","تغییرات آب‌وهوایی یک مسئله جهانی است.","/ˈklaɪ.mət ˌtʃeɪndʒ/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1175,climb,بالا رفتن,"Children love to climb trees.","کودکان دوست دارند از درختان بالا بروند.","/klaɪm/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1176,climb,صعود کردن,"We'll climb the mountain tomorrow.","فردا به کوه صعود خواهیم کرد.","/klaɪm/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1177,climber,کوهنورد,"He's an experienced climber.","او یک کوهنورد با تجربه است.","/ˈklaɪ.mər/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1178,climbing,کوهنوردی,"Rock climbing is dangerous.","کوهنوردی صخره‌ای خطرناک است.","/ˈklaɪ.mɪŋ/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1179,clinic,درمانگاه,"She works at a dental clinic.","او در یک درمانگاه دندانپزشکی کار می‌کند.","/ˈklɪn.ɪk/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1180,clip,کلیپ,"She watched a video clip.","او یک کلیپ ویدیویی تماشا کرد.","/klɪp/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1181,clock,ساعت,"The clock on the wall is broken.","ساعت روی دیوار خراب است.","/klɒk/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1182,clog,گرفتگی,"Leaves clogged the drain.","برگ‌ها باعث گرفتگی فاضلاب شدند.","/klɒɡ/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1183,clone,شبیه‌سازی,"Scientists cloned the sheep.","دانشمندان گوسفند را شبیه‌سازی کردند.","/kləʊn/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1184,close,نزدیک,"The school is close to my house.","مدرسه نزدیک خانه من است.","/kləʊs/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1185,close,بستن,"Please close the door.","لطفاً در را ببند.","/kləʊz/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1186,closed,بسته,"The shop is closed today.","فروشگاه امروز بسته است.","/kləʊzd/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1187,closely,از نزدیک,"Watch closely how I do it.","از نزدیک تماشا کن که چطور این کار را انجام می‌دهم.","/ˈkləʊs.li/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1188,closure,تعطیلی,"The factory faces closure.","کارخانه با تعطیلی روبرو است.","/ˈkləʊ.ʒər/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1189,cloth,پارچه,"She bought some cloth to make a dress.","او مقداری پارچه برای دوختن لباس خرید.","/klɒθ/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1190,clothes,لباس,"Put your clothes in the wardrobe.","لباس‌هایت را در کمد بگذار.","/kləʊðz/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1191,clothing,پوشاک,"This store sells children's clothing.","این فروشگاه پوشاک کودکان می‌فروشد.","/ˈkləʊ.ðɪŋ/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1192,cloud,ابر,"There's not a single cloud in the sky.","هیچ ابری در آسمان نیست.","/klaʊd/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1193,cloudy,ابری,"It's a cloudy day today.","امروز روز ابری است.","/ˈklaʊ.di/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1194,clown,دلقک,"The children laughed at the clown.","کودکان به دلقک خندیدند.","/klaʊn/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1195,club,باشگاه,"He's a member of a sports club.","او عضو یک باشگاه ورزشی است.","/klʌb/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1196,clue,سرنخ,"The police are looking for clues.","پلیس در حال جستجوی سرنخ‌ها است.","/kluː/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1197,clumsy,دست و پا چلفتی,"I'm so clumsy - I dropped my phone again.","من خیلی دست و پا چلفتی هستم - دوباره گوشیم را انداختم.","/ˈklʌm.zi/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1198,coach,مربی,"The football coach gave instructions.","مربی فوتبال دستورالعمل‌ها را داد.","/kəʊtʃ/","عمومی","A1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1199,coach,اتوبوس مسافرتی,"We traveled by coach to London.","ما با اتوبوس مسافرتی به لندن سفر کردیم.","/kəʊtʃ/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1200,coaching,مربیگری,"She provides career coaching.","او مربیگری شغلی ارائه می‌دهد.","/ˈkəʊ.tʃɪŋ/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1201,coal,زغال سنگ,"The factory uses coal as fuel.","کارخانه از زغال سنگ به عنوان سوخت استفاده می‌کند.","/kəʊl/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1202,coalition,ائتلاف,"The political coalition was formed.","ائتلاف سیاسی تشکیل شد.","/ˌkəʊ.əˈlɪʃ.ən/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1203,coarse,زبر,"The sand was very coarse.","شن بسیار زبر بود.","/kɔːs/","عمومی","B2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1204,coast,ساحل,"We spent our holiday on the coast.","تعطیلات را در ساحل گذراندیم.","/kəʊst/","عمومی","A2",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1205,coast,کناره,"The ship sailed along the coast.","کشتی در امتداد کناره حرکت کرد.","/kəʊst/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
1206,coastal,ساحلی,"Coastal cities are beautiful.","شهرهای ساحلی زیبا هستند.","/ˈkəʊ.stəl/","عمومی","B1",2025-07-23 12:00:00,2025-07-15 12:00:00,2025-07-28 12:00:00,1.5,0,1,False
